RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000467	55248	HS_PD_CPTA_082219	2019/08/22 12:30:41	PD	CPTA	410	15	0	2	961	43	4	         0	0	100		http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=vanity&amp;utm_medium=display&amp;utm_campaign=cross_sell&amp;utm_term=021019&amp;utm_content=print_collateral&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_cont	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14281620&amp;mailing_id=55248&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpta_082219&	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=8891607&amp;mailing_id=55248&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpta_082219&a	https://www.ama-assn.org/cpt-value?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpta_082219&amp;utm_campaign=hs_pd_cpta_082219&amp;utm_uid=14184058&amp;utm_effort=&amp;utm_h=
0000000468	5528	HS_BYOP2016_SendD_110316	2017/06/26 22:05:00	BYOP2016	SendD	54	0	0	0	0	         0	         0	         0	         0	         0					
0000000469	5529	HS_Credentialing_November2016WebinarBlastB_110316	2017/05/25 17:01:00	Credentialing	November2016WebinarBlastB	179	0	0	0	0	         0	         0	         0	         0	         0					
0000000470	55341	HS_Cred_Sub_082619	2019/08/26 14:01:08	Cred	Sub	1019	201	2	6	3233	32	20	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_082619&amp;utm_campaign=hs_cred_sub_082619&amp;utm_uid=10128667&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_082619&amp;utm_campaign=hs_cred_sub_082619&amp;utm_uid=12131072&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_082619&amp;utm_campaign=hs_cred_sub_082619&amp;utm_uid=11805528&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_082619&amp;utm_campaign=hs_cred_sub_082619&amp;utm_uid=12117158&amp;utm_effort=&amp;utm_h=
0000000471	55402	HS_EV_CPTSymp_W4_082819	2019/08/28 13:05:36	EV	CPTSymp	8909	1283	15	137	34569	26	14	0	0	100		https://meetingregistration.ama-assn.org/mtgregcvent/register/search?ecode=dbdf5223-636b-4524-844f-ff861f1648f4&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w4_082819&amp;utm_campaign=hs_ev_cptsymp_	https://amc.ama-assn.org/subscriptions?user_id=10100389&amp;mailing_id=55402&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w4_082819&amp;utm_campaign=hs_ev_cptsymp_w4_082819&amp;utm_uid=10100389&amp;	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w4_082819&amp;utm_campaign=hs_ev_cptsymp_w4_082819&amp;utm	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w4_082819&amp;utm_c
0000000472	55407	HS_Cred_Sub_091219	2019/09/12 13:05:00	Cred	Sub	886	156	0	4	3184	28	18	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_091219&amp;utm_campaign=hs_cred_sub_091219&amp;utm_uid=10128667&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_091219&amp;utm_campaign=hs_cred_sub_091219&amp;utm_uid=11786089&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_091219&amp;utm_campaign=hs_cred_sub_091219&amp;utm_uid=12703056&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_091219&amp;utm_campaign=hs_cred_sub_091219&amp;utm_uid=13244624&amp;utm_effort=&amp;utm_h=
0000000473	5541	HS_CodingCards2016 _110416	2017/06/05 00:25:00	CodingCards2016	110416	91	0	0	0	0	         0	         0	         0	         0	         0					
0000000474	55469	HS_CPT_Vignettes_082919	2019/08/29 10:00:59	CPT	Vignettes	510	37	0	6	980	52	7	         0	1	100		https://amc.ama-assn.org/subscriptions?user_id=14184058&amp;mailing_id=55469&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_vignettes_082919&amp;utm_campaign=hs_cpt_vignettes_082919&amp;utm_uid=14184058&amp;	https://amc.ama-assn.org/subscriptions?user_id=14335222&amp;amp;mailing_id=55469&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_vignettes_082919&amp;utm_campaign=hs_cpt_vignettes_082919&amp;utm_uid=14335222&	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_vignettes_082919&amp;utm_campaign=hs_cpt_vignettes_082919&amp;utm	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_vignettes_082919&amp;utm_c
0000000475	55477	HS_Cred_Sub_Promo_083019	2019/08/30 10:01:14	Cred	Sub	796	139	2	3	3225	25	17	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_promo_083019&amp;utm_campaign=hs_cred_sub_promo_083019&amp;utm_uid=10128667&amp;utm_effort=&am	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_promo_083019&amp;utm_campaign=hs_cred_sub_promo_083019&amp;utm_uid=9552673&amp;utm_effort=&amp	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_promo_083019&amp;utm_campaign=hs_cred_sub_promo_083019&amp;utm_uid=9699818&amp;utm_effort=&amp	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub_promo_083019&amp;utm_campaign=hs_cred_sub_promo_083019&amp;u
0000000476	55855	HS_CPT_Pro_W1_090419	2019/09/05 15:01:06	CPT	Pro	3152	508	1	26	10092	31	16	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro_w1_090419&amp;utm_campaign=hs_cpt_pro_w1_090419&amp;u	https://amc.ama-assn.org/subscriptions?user_id=12659153&amp;amp;mailing_id=55855&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro_w1_090419&amp;utm_campaign=hs_cpt_pro_w1_090419&amp;utm_uid=12659153&amp;ut	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11685214&amp;mailing_id=55855&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro_w1_0904	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12646525&amp;mailing_id=55855&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro_w1_0904
0000000477	55859	HS_EV_CPTSymp_W5_090419	2019/09/05 15:02:30	EV	CPTSymp	7753	812	17	99	24710	31	10	0	0	100		https://www.ama-assn.org/practice-management/cpt/outpatient-cdi-workshop-cpt-and-rbrvs-2020-annual-symposium?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w5_090419&amp;utm_campaign=hs_ev_cptsymp_w5_0904	https://amc.ama-assn.org/subscriptions?user_id=10162601&amp;amp;mailing_id=55859&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w5_090419&amp;utm_campaign=hs_ev_cptsymp_w5_090419&amp;utm_uid=10162601&	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11628776&amp;mailing_id=55859&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w5_0	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w5_090419&amp;utm_campaign=hs_ev_cptsymp_w5_090419&amp;utm
0000000478	56018	HS_CPT_Knowledge_090519	2019/09/05 16:31:53	CPT	Knowledge	287	15	0	3	945	30	5	         0	0	100		http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_knowledge_090519&amp;utm_campaign=hs_cpt_knowledge_090519&amp;utm_uid=14184058&amp;utm_effort=&amp;utm_h=	https://hubs.ly/h0kblzm0?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_knowledge_090519&amp;utm_campaign=hs_cpt_knowledge_090519&amp;utm_uid=13353022&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_knowledge_090519&amp;utm_campaign=hs_cpt_knowledge_090519&amp;utm_uid=14184059&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/cpt-value-2019?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_knowledge_090519&amp;utm_campaign=hs_cpt_knowledge_090519&amp;utm_uid=14184063&amp;utm_effort=&amp;utm_h=
0000000479	56233	HS_EV_CPTSymp_W6_091119	2019/09/16 16:02:04	EV	CPTSymp	5701	819	10	176	24048	24	14	0	1	100		https://www.ama-assn.org/practice-management/cpt/outpatient-cdi-workshop-cpt-and-rbrvs-2020-annual-symposium?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w6_091119&amp;utm_campaign=hs_ev_cptsymp_w6_0916	https://amc.ama-assn.org/subscriptions?user_id=10146977&amp;amp;mailing_id=56233&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_w6_091119&amp;utm_campaign=hs_ev_cptsymp_w6_091619&amp;utm_uid=10146977&	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10148018&amp;amp;mailing_id=56233&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10170912&amp;amp;mailing_id=56233&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ev_cptsymp_
0000000480	56237	HS_CH_Academic_091119	2019/09/12 15:01:00	CH	Academic	611	102	0	3	1549	39	17	         0	0	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_091119&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=12685385&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_091119&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=10146535&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_091119&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=12660250&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_academic_091119&amp;utm_campaign=hs_ch_academic_091119_1&amp;utm_uid=12685414&amp;utm_effort=&amp;utm_h=
0000000481	56241	HS_CH_Reseller_091119	2019/09/12 15:00:59	CH	Reseller	101	10	0	0	181	56	10	         0	         0	100		https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_091119&amp;utm_campaign=hs_ch_reseller_091119&amp;utm_uid=10319588&amp;utm_effort=&amp;utm_h=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_091119&amp;utm_campaign=hs_ch_reseller_091119&amp;utm_uid=10362214&amp;utm_effort=&amp;utm_h=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_091119&amp;utm_campaign=hs_ch_reseller_091119&amp;utm_uid=12241286&amp;utm_effort=&amp;utm_h=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_ch_reseller_091119&amp;utm_campaign=hs_ch_reseller_091119&amp;utm_uid=12684038&amp;utm_effort=&amp;utm_h=
0000000482	56293	HS_CPT_Changes_091219	2019/09/13 11:15:48	CPT	Changes	385	24	0	5	1085	35	6	         0	0	100		http://ama-assn.org/cpt-value?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_changes_091219&amp;utm_campaign=hs_cpt_changes_091219&amp;utm_uid=14184058&amp;utm_effort=&amp;utm_h=	https://hubs.ly/h0kblzm0?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_changes_091219&amp;utm_campaign=hs_cpt_changes_091219&amp;utm_uid=14335324&amp;utm_effort=&amp;utm_h=	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14335127&amp;mailing_id=56293&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_changes_091	http://ama-assn.org/cpt-value?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_changes_091219&amp;utm_campaign=hs_cpt_changes_091219&amp;utm_uid=14184059&amp;utm_effort=&amp;utm_h=
0000000483	56297	HS_CPT_Pro2_091219	2019/09/13 16:01:41	CPT	Pro2	3854	442	2	15	11662	33	11	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro2_091219&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_u	https://amc.ama-assn.org/subscriptions?user_id=2405046&amp;amp;mailing_id=56297&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro2_091219&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_uid=2405046&amp;utm_effo	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10331390&amp;mailing_id=56297&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro2_091219	https://amc.ama-assn.org/subscriptions?user_id=10331390&amp;mailing_id=56297&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro2_091219&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_uid=10331390&amp;utm_effort
0000000484	56361	HS_ICD10_W1_091319	2019/09/18 08:02:15	ICD10	W1	2890	373	1	22	10861	27	13	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960002&amp;sku_id=sku3000004&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w1_091319&amp;utm_campaign=hs_icd10_w1_091319&amp;ut	https://amc.ama-assn.org/subscriptions?user_id=11631701&amp;amp;mailing_id=56361&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w1_091319&amp;utm_campaign=hs_icd10_w1_091319&amp;utm_uid=11631701&amp;utm_ef	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w1_091319&amp;utm_campaign=hs_icd10_w1_091319&amp;utm_u	https://www.ama-assn.org?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w1_091319&amp;utm_campaign=hs_icd10_w1_091319&amp;utm_uid=9349392&amp;utm_effort=&amp;utm_h=
0000000485	56691	HS_CPT_Link_091219	2019/09/19 10:01:23	CPT	Link	309	18	1	4	913	34	6	0	0	100		https://amc.ama-assn.org/subscriptions?user_id=14281620&amp;amp;mailing_id=56691&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_link_091219&amp;utm_campaign=hs_cpt_link_091919&amp;utm_uid=14281620&amp;utm_ef	https://hubs.ly/h0kblzm0?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_link_091219&amp;utm_campaign=hs_cpt_link_091919&amp;utm_uid=14335238&amp;utm_effort=&amp;utm_h=	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14281620&amp;mailing_id=56691&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_link_091219	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=14317159&amp;mailing_id=56691&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_link_091219
0000000486	56695	HS_CPT_Pro3_091919	2019/09/19 10:02:08	CPT	Pro3	2950	460	3	18	11501	26	16	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro3_091919&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_u	https://amc.ama-assn.org/subscriptions?user_id=10331390&amp;mailing_id=56695&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro3_091919&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_uid=10331390&amp;utm_effort	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10331390&amp;mailing_id=56695&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro3_091919	https://www.ama-assn.org/eform/submit/contact-us?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro3_091919&amp;utm_campaign=hs_cpt_pro2_091219&amp;utm_uid=8789076&amp;utm_effort=&amp;utm_h=
0000000487	56878	HS_Cred_Sub1_091919	2019/09/19 10:01:29	Cred	Sub1	806	159	2	4	3099	26	20	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=dae~ue711;cceqj902rabc;6lec3bfz;e0nye30qcd4zeb~~f4q~6b4ro9e1&amp;utm_campaign=&amp;utm_uid=&amp;utm_effort	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10897744&amp;mailing_id=56878&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub1_09191	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub1_091919&amp;utm_campaign=hs_cred_sub1_091919&amp;utm_uid=13115327&amp;utm_effort=&amp;utm_h=	http://info.commerce.ama-assn.org/ama-credentialing-subscription?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cred_sub1_091919&amp;utm_campaign=hs_cred_sub1_091919&amp;utm_uid=14244661&amp;utm_effort=&amp;utm_h=
0000000488	56986	HS_PD_CPT_AssistantNewsletter_092319	2019/09/25 18:01:10	PD	CPT	61881	5724	280	0	234415	26	9	0	         0	100		https://www.ama-assn.org/press-center/press-releases/ama-releases-2020-cpt-code-set?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpt_assistantnewsletter_092319&amp;utm_campaign=hs_pd_cpt_assistantnewsletter_fin	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod270004&amp;amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpt_assistantnewsletter_092319&amp;utm_campaign=hs_pd_c	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950005&amp;sku_id=sku2990006&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpt_assistantnewsletter_092319&amp;utm_campaign=hs_pd_c	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960017&amp;sku_id=sku3000020&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_pd_cpt_assistantnewsletter_092319&amp;utm_campaign=hs_pd_c
0000000489	57025	HS_ICD10_W2_092319	2019/09/23 17:01:39	ICD10	W2	2845	359	0	8	10727	27	13	         0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960001&amp;sku_id=sku3000002&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w2_092319&amp;utm_campaign=hs_icd10_w2_092319&amp;ut	https://amc.ama-assn.org/subscriptions?user_id=11631460&amp;mailing_id=57025&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w2_092319&amp;utm_campaign=hs_icd10_w2_092319&amp;utm_uid=11631460&amp;utm_effort	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2950002&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w2_092319&amp;utm_campaign=hs_icd10_w2_092319&amp;utm_u	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11631460&amp;mailing_id=57025&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_icd10_w2_092319
0000000490	57132	HS_CPT_Pro4_092519	2019/09/26 08:02:42	CPT	Pro4	2408	410	2	35	11506	21	17	0	0	100		https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960005&amp;sku_id=sku3000008&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro4_092519&amp;utm_campaign=hs_cpt_pro2_091219&amp;ut	https://commerce.ama-assn.org/store/ui/catalog/productdetail?product_id=prod2960005&amp;amp;sku_id=sku3000008&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro4_092519&amp;utm_campaign=hs_cpt_pro2_091219&am	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12646525&amp;mailing_id=57132&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro4_092519	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11685193&amp;mailing_id=57132&amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cpt_pro4_092519
