RECSEQ	EMPPID	ORDER_NO	LINE_NO	CANCEL_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	QTY_CANCELLED	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT_EACH	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000001649	0004956584	45973668	001005	2018/05/03 00:00:00	UNK	UNKMC	60640378	60640378	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001650	0004956618	46073707	002000	2019/09/24 00:00:00	THOM	THOA10	03331326	03331326	EP054120	0000000001	000083.11	0000000000	0000000000	0000000000		NONE	THO	A10			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001651	0004956618	46073707	006000	2019/09/24 00:00:00	THOM	THOA10	03331326	03331326	OP059620	0000000001	000112.75	0000000000	0000000000	0000000000		NONE	THO	A10			MEDICARE RBRVS 20209781622029327	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059620	3		
0000001652	0004956618	46073707	003000	2019/09/24 00:00:00	THOM	THOA10	03331326	03331326	OP201420	0000000001	000077.03	0000000000	0000000000	0000000000		NONE	THO	A10			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001653	0004956618	46073707	004000	2019/09/24 00:00:00	THOM	THOA10	03331326	03331326	OP231520	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	THO	A10			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001654	0004956618	46073707	005000	2019/09/24 00:00:00	THOM	THOA10	03331326	03331326	OP512920	0000000001	000060.11	0000000000	0000000000	0000000000		NONE	THO	A10			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001655	0004956653	45921062	006000	2018/02/06 00:00:00	FZB	FZBA10	01792701	01792701	OP059618	0000000001	000079.96	0000000000	0000000000	0000000000		NONE	FZB	A10			RBRVS 2018 PHYSICIANS GUIDE9781622026142	174812	PA HUTCHINSON	6.15	N	4150AC28	Coding And Reimbursements	OP059618	3		
0000001656	0004956745	46099593	003000	2019/09/25 00:00:00	4DI	4DIR2EX3	04778760	04778760	EP054120	0000000001	000080.89	0000000000	0000000000	0000000000		NONE	4DI	R2EX3			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001657	0004956745	46099593	001000	2019/09/25 00:00:00	4DI	4DIR2EX3	04778760	04778760	OP057320	0000000001	000068.22	0000000000	0000000000	0000000000		NONE	4DI	R2EX3			OPTM HCPCS LEVEL II EXPT 20209781622545568	000000	*NONE	60.87	N	4150BP46	Coding And Reimbursements	OP057320	3		
0000001658	0004956985	45988395	006000	2019/02/15 00:00:00	TGMM	TGMA10	01304857	01304857	OP059619	0000000001	000071.95	0000000000	0000000000	0000000000		NONE	TGM	A10			MEDICARE RBRVS 20199781622027811	174812	PA HUTCHINSON	6.67	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000001659	0004957241	45989798	001001	2018/08/27 00:00:00	TGGM	TGGA10FS	89560610	89560610	EP054119	0000000003	000081.29	0000000000	0000000000	0000000000		NONE	TGG	A10FS			CPT PRO 20199781622027521	000000	*NONE	4.14	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001660	0004957241	45989798	004001	2018/08/27 00:00:00	TGGM	TGGA10FS	89560610	89560610	EP054119	0000000001	000081.29	0000000000	0000000000	0000000000		NONE	TGG	A10FS			CPT PRO 20199781622027521	000000	*NONE	4.14	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001661	0004957241	45989798	001002	2018/08/27 00:00:00	TGGM	TGGA10FS	89560610	89560610	OP201419	0000000003	000069.66	0000000000	0000000000	0000000000		NONE	TGG	A10FS			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001662	0004957241	45989798	004002	2018/08/27 00:00:00	TGGM	TGGA10FS	89560610	89560610	OP201419	0000000001	000076.21	0000000000	0000000000	0000000000		NONE	TGG	A10FS			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001663	0004957270	45975219	009001	2018/05/02 00:00:00	TGMM	TGMA10	01188082	01188082	EP054119	0000000001	000082.12	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT PRO 20199781622027521	000000	*NONE	4.14	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001664	0004957270	45975219	009002	2018/05/02 00:00:00	TGMM	TGMA10	01188082	01188082	OP201419	0000000001	000077.03	0000000000	0000000000	0000000000		NONE	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	19.50	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001665	0004957270	45975219	009003	2018/05/02 00:00:00	TGMM	TGMA10	01188082	01188082	OP231519	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	TGM	A10			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001666	0004957270	45975219	009004	2018/05/02 00:00:00	TGMM	TGMA10	01188082	01188082	OP512919	0000000001	000058.23	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT CHANGES 20199781622027545	000000	*NONE	3.05	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000001667	0004957420	45931879	001003	2018/01/22 00:00:00	FXZM	FXZ	32400916	32400916	OP231518	0000000001	000067.96	0000000000	0000000000	0000000000		NONE	FXZ	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001668	0004957420	45931879	005000	2018/01/22 00:00:00	FXZM	FXZ	32400916	32400916	OP231518	0000000002	000079.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001669	0004958004	46003028	006000	2018/10/08 00:00:00	TGK	TGKA12	29037121	29037121	OP059619	0000000001	000079.96	0000000000	0000000000	0000000000		NONE	TGK	A12			MEDIACRE RBRVS 20199781622027811	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000001670	0004958004	46003028	004000	2018/10/08 00:00:00	TGK	TGKA12	29037121	29037121	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	TGK	A12			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001671	0004958004	46003028	005000	2018/10/08 00:00:00	TGK	TGKA12	29037121	29037121	OP512919	0000000001	000066.36	0000000000	0000000000	0000000000		NONE	TGK	A12			CPT CHANGES 20199781622027545	000000	*NONE	3.05	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000001672	0004958137	45928029	006000	2018/01/03 00:00:00	FZBM	FZBA10	30336091	30336091	OP059618	0000000001	000070.45	0000000000	0000000000	0000000000		NONE	FZB	A10			RBRVS 2018 PHYSICIANS GUIDE9781622026142	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059618	3		
0000001673	0004958137	45928029	004000	2018/01/03 00:00:00	FZBM	FZBA10	30336091	30336091	OP231518	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	FZB	A10			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001674	0004958281	45988516	001000	2018/11/12 00:00:00	TGM	TGMA11	78633941	78633941	ER414719	0000000001	000021.95	0000000000	0000000000	0000000000		NONE	TGM	A11			ERC-CPT 19-BEHAVIORAL9781622027835	000000	*NONE	1.30	N	4150AC21	Coding And Reimbursements	ER414719	3		
0000001675	0004958281	45988516	002000	2018/11/12 00:00:00	TGM	TGMA11	78633941	78633941	ER452219	0000000001	000021.95	0000000000	0000000000	0000000000		NONE	TGM	A11			ERC-I10CM 19-PSYCH9781622028450	976111	VISOGRAPHIC INC	1.85	N	4150BQ48	Coding And Reimbursements	ER452219	3		
0000001676	0004958467	45991587	003000	2018/09/21 00:00:00	4DI	4DIR1EX3	08465580	08465580	OP512919	0000000001	000058.07	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT CHANGES 20199781622027545	000000	*NONE	3.05	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000001677	0004958467	45991587	006000	2018/09/21 00:00:00	4DI	4DIR1EX3	08465580	08465580	OP512919U	0000000001	000062.21	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			USC-CPT CHANGES 20199781622027545	000000	*NONE	.00	N	4150AC34	Coding And Reimbursements	OP512919U	3		
0000001678	0004958667	46117628	001000	2019/09/26 00:00:00	THH	THHA12	30279616	10060223	EP054120	0000000001	000080.89	0000000000	0000000000	0000000000		NONE	THH	A12			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001679	0004958667	46117628	003000	2019/09/26 00:00:00	THH	THHA12	30279616	10060223	NC407520	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	THH	A12			ERC-CPT 20-GENL/INTERNAL NC9781622029396	000000	*NONE	1.30	N	4150AC21	Coding And Reimbursements	NC407520	3		
0000001680	0004958667	46117628	002000	2019/09/26 00:00:00	THH	THHA12	30279616	10060223	NC450220	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	THH	A12			ERC-I10CM 20-HEMA/ONCOL NC9781622029853	000000	*NONE	.95	N	4150BQ48	Coding And Reimbursements	NC450220	3		
0000001681	0004958667	46117628	005000	2019/09/26 00:00:00	THH	THHA12	30279616	10060223	OP231520	0000000001	000052.48	0000000000	0000000000	0000000000		NONE	THH	A12			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001682	0004959167	45955854	002030	2018/05/03 00:00:00	UNK	UNKMC	35757296	35757296	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001683	0004959167	45955854	002040	2018/05/03 00:00:00	UNK	UNKMC	35757296	35757296	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001684	0004959193	45980245	006000	2019/01/07 00:00:00	TGMM	TGMA10	41290235	41290235	OP595019	0000000001	000194.95	0000000000	0000000000	0000000000		NONE	TGM	A10			OPTM CODCOMP PLAS/OMS/DE 199781622544776	433691	OPTUM360	115.97	N	4150BP71	Coding And Reimbursements	OP595019	3		
0000001685	0004959617	45975372	004000	2018/10/22 00:00:00	TGM	TGMA10	29707320	29707320	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	TGM	A10			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001686	0004959617	45975372	005000	2018/10/22 00:00:00	TGM	TGMA10	29707320	29707320	OP512919	0000000001	000066.36	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT CHANGES 20199781622027545	000000	*NONE	3.05	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000001687	0004959617	46073704	002000	2019/04/15 00:00:00	THO	THOA10	29707320	29707320	EP054120	0000000001	000095.16	0000000000	0000000000	0000000000		NONE	THO	A10			CPT PRO 20209781622028986	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001688	0004959617	46073704	006000	2019/04/15 00:00:00	THO	THOA10	29707320	29707320	OP059620	0000000001	000127.96	0000000000	0000000000	0000000000		NONE	THO	A10			MEDICARE RBRVS 20209781622029327	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059620	3		
0000001689	0004959617	46073704	003000	2019/04/15 00:00:00	THO	THOA10	29707320	29707320	OP201420	0000000001	000087.16	0000000000	0000000000	0000000000		NONE	THO	A10			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001690	0004959617	46073704	004000	2019/04/15 00:00:00	THO	THOA10	29707320	29707320	OP231520	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	THO	A10			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001691	0004959617	46073704	005000	2019/04/15 00:00:00	THO	THOA10	29707320	29707320	OP512920	0000000001	000067.96	0000000000	0000000000	0000000000		NONE	THO	A10			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001692	0004960380	46082759	003000	2019/09/25 00:00:00	THM	THMA12	89828828	89828828	OP512920	0000000002	000067.96	0000000000	0000000000	0000000000		NONE	THM	A12			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001693	0004961326	45991922	001030	2019/01/07 00:00:00	CIX	CIX	35087853	35087853	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000001694	0004961664	45953535	002020	2017/12/21 00:00:00	UNK	UNKMC	35586263	35586263	NC030118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q2 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC030118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001695	0004961664	45953535	002030	2017/12/21 00:00:00	UNK	UNKMC	35586263	35586263	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001696	0004961664	45953535	002040	2017/12/21 00:00:00	UNK	UNKMC	35586263	35586263	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001697	0004961704	45930810	001030	2018/01/08 00:00:00	CIX	CIX	35230382	35230382	OP231518	0000000001	000079.96	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3	ONLINE CATALOG ORD MEMBER	00498962
0000001698	0004961756	46105876	007000	2019/10/02 00:00:00	UUV	UUVV419	81114959	81114959	OP231520	0000000001	000104.95	0000000000	0000000000	0000000000		NONE	UUV	V419			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001699	0004961840	45977313	005000	2019/02/26 00:00:00	TGMM	TGMA10	08266598	08266598	EP054119	0000000002	000082.95	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001700	0004961840	45977313	002000	2018/10/09 00:00:00	TGMM	TGMA10	08266598	08266598	EP054119	0000000002	000082.95	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001701	0004961840	45977313	004000	2019/02/26 00:00:00	TGMM	TGMA10	08266598	08266598	OP201419	0000000002	000081.95	0000000000	0000000000	0000000000		NONE	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001702	0004961840	45977313	001000	2018/10/09 00:00:00	TGMM	TGMA10	08266598	08266598	OP201419	0000000002	000081.95	0000000000	0000000000	0000000000		NONE	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001703	0004961896	46090836	003000	2019/05/28 00:00:00	THO	THOA10	37997986	37997986	SU19	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	THO	A10			AMA CODING SOL SUMMER 2019	000000	*NONE	.00	N		Blank PRP1	SU19			
0000001704	0004962300	45916756	013000	2018/01/02 00:00:00	FZBM	FZBA10	01643092	01643092	OP201418	0000000001	000104.95	0000000000	0000000000	0000000000		NONE	FZB	A10			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001705	0004962396	45963141	002030	2018/05/03 00:00:00	UNK	UNKMC	35811361	35811361	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001706	0004962396	45963141	002040	2018/05/03 00:00:00	UNK	UNKMC	35811361	35811361	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001707	0004962441	45973658	001000	2018/10/09 00:00:00	TGMM	TGMA10	75026547	75026547	EP054119	0000000001	000082.95	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001708	0004962678	45987444	008000	2018/07/16 00:00:00	TGMM	TGMA10	01668012	01668012	OP263619	0000000001	000128.20	0000000000	0000000000	0000000000		NONE	TGM	A10			AAB-CPT CE 2019: OPHTHALM9781622027613	000000	*NONE	.00	N	4150AC63	Coding And Reimbursements	OP263619	3		
0000001709	0004962678	45987445	002000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	EP054119	0000000001	000082.12	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT PRO 20199781622027521	000000	*NONE	4.14	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001710	0004962678	45987445	007000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	ER451019	0000000001	000017.95	0000000000	0000000000	0000000000		NONE	TGM	A10			ERC-I10CM 19-OPHTHAL9781622028382	000000	*NONE	.95	N	4150BQ48	Coding And Reimbursements	ER451019	3		
0000001711	0004962678	45987445	006000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	OP059619	0000000001	000070.45	0000000000	0000000000	0000000000		NONE	TGM	A10			MEDIACRE RBRVS 20199781622027811	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000001712	0004962678	45987445	003000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	OP201419	0000000001	000077.03	0000000000	0000000000	0000000000		NONE	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	19.50	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001713	0004962678	45987445	004000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	OP231519	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	TGM	A10			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001714	0004962678	45987445	008000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	OP263619	0000000001	000128.20	0000000000	0000000000	0000000000		NONE	TGM	A10			AAB-CPT CE 2019: OPHTHALM9781622027613	000000	*NONE	.00	N	4150AC63	Coding And Reimbursements	OP263619	3		
0000001715	0004962678	45987445	005000	2018/07/13 00:00:00	TGMM	TGMA10	01668012	01668012	OP512919	0000000001	000058.23	0000000000	0000000000	0000000000		NONE	TGM	A10			CPT CHANGES 20199781622027545	000000	*NONE	3.05	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000001716	0004998519	45990281	001000	2018/09/28 00:00:00	TGM	TGMA10	82629039	82629039	OP201419	0000000001	000108.95	0000000000	0000000000	0000000000		NONE	TGM	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001717	0004998906	45956260	001030	2018/05/03 00:00:00	UNK	UNKMC	35664980	35664980	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001718	0004998906	45956260	001040	2018/05/03 00:00:00	UNK	UNKMC	35664980	35664980	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001719	0004999483	45953969	002020	2017/12/18 00:00:00	FXZM	FXZ	33948996	33948996	EB888818	0000000001	000047.45	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CPT PROFESSIONAL 2018 EB9781622026012	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888818	3		
0000001720	0004999483	45953969	002010	2017/12/18 00:00:00	FXZM	FXZ	33948996	33948996	EP054118	0000000001	000050.50	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000001721	0004999483	45953969	003000	2017/12/18 00:00:00	FXZM	FXZ	33948996	33948996	ER454018	0000000001	000017.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			ERC-CHRONIC18-DIABETES/OBESITY9781622027224	928261	BADGER PRESS	1.35	N	4150BQ48	Coding And Reimbursements	ER454018	3		
0000001722	0004999483	45953969	004000	2017/12/18 00:00:00	FXZM	FXZ	33948996	33948996	ER454418	0000000001	000017.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			ERC-CHRONIC18-COPD/ASTHMA/PNEU9781622027231	928261	BADGER PRESS	1.35	N	4150BQ48	Coding And Reimbursements	ER454418	3		
0000001723	0004999483	45953969	001000	2017/12/18 00:00:00	FXZM	FXZ	33948996	33948996	OP512918	0000000001	000059.95	0000000000	0000000000	0000000000		NONE	FXZ	UNK			CPT CHANGES2018:ANINSIDERSVIEW9781622026029	795727	WEBCRAFTERS	4.50	N	4150AC34	Coding And Reimbursements	OP512918	3		
0000001724	0005000240	46107116	006001	2019/07/31 00:00:00	THHM	THHA13	45126630	45126630	EP054120	0000000007	000083.11	0000000000	0000000000	0000000000		NONE	THH	A13			CPT PRO 20209781622028986	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001725	0005000240	46107116	006002	2019/07/31 00:00:00	THHM	THHA13	45126630	45126630	OP512920	0000000007	000060.11	0000000000	0000000000	0000000000		NONE	THH	A13			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001726	0005000403	46000767	005000	2019/01/03 00:00:00	DCV	DCVV3U18	07657539	07657539	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	DCV	V3U18			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001727	0005000437	45949875	009000	2018/03/01 00:00:00	FYTM	FYTA10	01361931	01361931	OP258418	0000000001	000099.95	0000000000	0000000000	0000000000		NONE	FYT	A10			PMIC ICD-10-PCS 2018 MAPPING9781946868114	000000	*NONE	68.22	Y	4150BQ90	Coding And Reimbursements	OP258418	3		
0000001728	0005000997	45987156	006000	2018/07/16 00:00:00	TGGM	TGGA10	29351026	29351026	66.1583	0000000005	000000.00	0000000000	0000000000	0000000000		NONE	TGG	A10													
0000001729	0005000997	45987156	012000	2018/09/28 00:00:00	TGGM	TGGA10	29351026	29351026	OP201419	0000000001	000081.95	0000000000	0000000000	0000000000		NONE	TGG	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001730	0005000997	45987156	013000	2018/09/28 00:00:00	TGGM	TGGA10	29351026	29351026	OP201419	0000000003	000081.95	0000000000	0000000000	0000000000		NONE	TGG	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001731	0005000997	45987156	003000	2018/09/27 00:00:00	TGGM	TGGA10	29351026	29351026	OP201419	0000000003	000069.66	0000000000	0000000000	0000000000		NONE	TGG	A10			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001732	0005000997	46003049	001000	2018/09/28 00:00:00	UUVM	UUVV318	29351026	29351026	OP201419	0000000003	000069.66	0000000000	0000000000	0000000000		NONE	UUV	V318			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001733	0005001024	46011681	019000	2019/03/19 00:00:00	TGNM	TGNB100A	34313487	34313487	OP059619	0000000001	000074.95	0000000000	0000000000	0000000000		NONE	TGN	B100A			MEDICARE RBRVS 20199781622027811	174812	PA HUTCHINSON	6.67	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000001734	0005001024	46011681	005000	2018/10/26 00:00:00	TGNM	TGNB100A	34313487	34313487	OP059619	0000000001	000055.96	0000000000	0000000000	0000000000		NONE	TGN	B100A			MEDIACRE RBRVS 20199781622027811	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000001735	0005001771	45985264	002000	2018/11/16 00:00:00	TGMM	TGMA10	33875874	33875874	EB231519	0000000002	000069.95	0000000000	0000000000	0000000000		NONE	TGM	A10			HCPCS 2019 SPIRAL EB9781622027804	000000	*NONE	.00	N	4145BP36	Coding And Reimbursements	EB231519	3		
0000001736	0005002155	46082717	001000	2019/10/14 00:00:00	CIX	CIX	37797612	37797611	EP054120	0000000001	000118.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3	ONLINE CATALOG ORD MEMBER	00498962
