RECSEQ	EMPPID	ORDER_NO	LINE_NO	RETURN_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	RETURNED_QTY	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000002000	0003229423	46068390	000400	2019/03/19 00:00:00	TGH	TGHA12	77394981	01101087	ER407919	0000000002	000013.17	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGH	A12			ERC-CPT 19-PATHOLOGY/LAB9781622027965	976111	VISOGRAPHIC INC	1.45	N	4150AC21	Coding And Reimbursements	ER407919	3		
0000002001	0003229423	46068390	000200	2019/03/19 00:00:00	TGH	TGHA12	77394981	01101087	OP512919	0000000001	000049.77	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGH	A12			CPT CHANGES 20199781622027545	368278	CJK GROUP INC	4.27	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000002002	0003230785	46068074	000100	2019/04/12 00:00:00	CIX	CIX	37616085	37616085	OP201419	0000000001	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3	ONLINE CATALOG ORD MEMBER	00498962
0000002003	0003231017	46007431	000400	2018/12/07 00:00:00	DCVM	DCVV3U18	07354997	07354962	ER407919	0000000002	000017.56	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	DCV	V3U18			ERC-CPT 19-PATHOLOGY/LAB9781622027965	976111	VISOGRAPHIC INC	1.45	N	4150AC21	Coding And Reimbursements	ER407919	3		
0000002004	0003267546	46020666	000200	2018/12/10 00:00:00	TGM	TGMA11	58157828	58157828	OP201119	0000000001	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	TGM	A11			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000002005	0003267790	45961860	000100	2018/05/31 00:00:00	UNK	UNKMC	41678070	41678070	OP041205	0000000001	000084.50	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	UNK	MC			CLAIM FORM JUMBO ENVELOPES RW	000000	*NONE	49.16	N	4150BP45	Coding And Reimbursements	OP041205	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000002006	0003271847	46068505	000200	2019/03/20 00:00:00	CIXM	CIX	30737799	30737798	OP201119	0000000003	000057.37	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002007	0003275329	46069464	000100	2019/03/12 00:00:00	CIXM	CIX	37640918	37640917	OP396319	0000000001	000138.00	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			Basics of Intervent Rad 20199781631512193	814880	MEDLEARN	100.10	N	4150BP47	Coding And Reimbursements	OP396319	3	ONLINE CATALOG ORD MEMBER	00498962
0000002008	0003275433	46069980	000300	2019/08/09 00:00:00	WGC	WGCC7418	37648890	37648890	OP231518	0000000001	000069.97	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	WGC	C7418			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000002009	0003275466	46070286	000101	2019/03/13 00:00:00	CIX	CIX	37652271	37652270	EP054119	0000000001	000093.56	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002010	0003275466	46070286	000102	2019/03/13 00:00:00	CIX	CIX	37652271	37652270	OP201419	0000000001	000087.16	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3	ONLINE CATALOG ORD MEMBER	00498962
0000002011	0003275466	46070286	000103	2019/03/13 00:00:00	CIX	CIX	37652271	37652270	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000002012	0003313714	46071278	000100	2019/04/25 00:00:00	4RE	4RESELL4	76643451	04145815	OP201119	0000000001	000059.92	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000002013	0003314329	46071158	000100	2019/10/16 00:00:00	4RE	4RESELL4	76040220	78109794	OP301014	0000000001	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4RE	SELL4			Medical Record Auditor 4E9781622021017	174812	PA HUTCHINSON	5.10	N	4150BP40	Coding And Reimbursements	OP301014	3		
0000002014	0003319670	46037840	000100	2018/12/28 00:00:00	UNK	UNKWSL	13785932	88665935	EP054119	0000000001	000082.95	0000000000	0000000000	0000000000	R8	DUPLICATION	UNK	WSL			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	UNKNOWN SOURCE CODE - WS LIVE	00000000
0000002015	0003319670	46037840	000200	2018/12/28 00:00:00	UNK	UNKWSL	13785932	88665935	OP201419	0000000008	000081.95	0000000000	0000000000	0000000000	R8	DUPLICATION	UNK	WSL			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3	UNKNOWN SOURCE CODE - WS LIVE	00000000
0000002016	0003321095	45967136	000200	2019/03/12 00:00:00	FYS	FYSA12	62245486	62245486	EP054118	0000000001	000079.53	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYS	A12			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000002017	0003321095	45967136	000300	2019/03/12 00:00:00	FYS	FYSA12	62245486	62245486	OP201418	0000000001	000041.98	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYS	A12			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000002018	0003321095	45967136	000100	2019/03/12 00:00:00	FYS	FYSA12	62245486	62245486	OP231518	0000000001	000039.98	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYS	A12			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000002019	0003321883	46014810	000200	2019/03/14 00:00:00	UUV	UUVV318	71541391	71541391	OP059619	0000000002	000099.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	UUV	V318			MEDICARE RBRVS 20199781622027811	174812	PA HUTCHINSON	6.67	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000002020	0003323659	46071482	000101	2019/04/29 00:00:00	CIX	CIX	37669244	37669243	EP054119	0000000001	000067.42	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002021	0003323659	46071482	000200	2019/04/29 00:00:00	CIX	CIX	37669244	37669243	OP501016	0000000001	000074.95	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			PRINCIPLES OF CPT CODING 9E9781622025510	933044	DONNELLEY RECEIVABLES	13.75	N	4150AC24	Coding And Reimbursements	OP501016	3	ONLINE CATALOG ORD MEMBER	00498962
0000002022	0003359010	46073690	000100	2019/04/12 00:00:00	CIX	CIX	37692094	37692094	OP168019	0000000001	000129.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			ICD10CM DOCUMENT 20199781622027774	373398	DECISION HEALTH	29.50	N	4150BQ46	Coding And Reimbursements	OP168019	3	ONLINE CATALOG ORD MEMBER	00498962
0000002023	0003359010	46073690	000202	2019/04/12 00:00:00	CIX	CIX	37692094	37692094	OP221919	0000000001	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			ICD10CM 2019 GDLNS SEP BOOK9781622028870	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP221919	3	ONLINE CATALOG ORD MEMBER	00498962
0000002024	0003363417	46057251	000101	2019/02/14 00:00:00	CIX	CIX	37556135	37556135	EP054119	0000000001	000093.56	0000000000	0000000000	0000000000	R4	NO REASON	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002025	0003363417	46057251	000102	2019/02/14 00:00:00	CIX	CIX	37556135	37556135	OP512919	0000000001	000066.36	0000000000	0000000000	0000000000	R4	NO REASON	CIX	UNK			CPT CHANGES 20199781622027545	368278	CJK GROUP INC	4.27	N	4150AC34	Coding And Reimbursements	OP512919	3	ONLINE CATALOG ORD MEMBER	00498962
0000002026	0003367862	45934926	000900	2017/12/22 00:00:00	4DI	4DIR2EX3	94965940	94965940	OP081218	0000000002	000090.97	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4DI	R2EX3			OPTM CODER DESK REF PROCED 189781622543328	000250	OPTUM - CUST 130006	81.17	N	4150BP71	Coding And Reimbursements	OP081218	3		
0000002027	0003367862	45934926	010000	2017/12/22 00:00:00	4DI	4DIR2EX3	94965940	94965940	OP081218	0000000020	000090.97	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4DI	R2EX3			OPTM CODER DESK REF PROCED 189781622543328	000250	OPTUM - CUST 130006	81.17	N	4150BP71	Coding And Reimbursements	OP081218	3		
0000002028	0003411796	46034994	000100	2018/12/27 00:00:00	TGGM	TGGA10	01674600	01674600	EP054119	0000000008	000082.95	0000000000	0000000000	0000000000	R8	DUPLICATION	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002029	0003411796	46034994	000400	2018/12/27 00:00:00	TGGM	TGGA10	01674600	01674600	ER407619	0000000001	000017.95	0000000000	0000000000	0000000000	R8	DUPLICATION	TGG	A10			ERC-CPT 19-OBSTETRICS9781622027927	976111	VISOGRAPHIC INC	1.45	N	4150AC21	Coding And Reimbursements	ER407619	3		
0000002030	0003411796	46034994	000200	2018/12/27 00:00:00	TGGM	TGGA10	01674600	01674600	OP231519	0000000003	000079.95	0000000000	0000000000	0000000000	R8	DUPLICATION	TGG	A10			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000002031	0003411796	46034994	000300	2018/12/27 00:00:00	TGGM	TGGA10	01674600	01674600	OP259019	0000000001	000134.95	0000000000	0000000000	0000000000	R8	DUPLICATION	TGG	A10			CPT CE 2019: OB/GYN9781622027606	373398	DECISION HEALTH	40.15	N	4150AC62	Coding And Reimbursements	OP259019	3		
0000002032	0003412754	46026756	000500	2018/12/18 00:00:00	F1V	F1VV218	01844166	01844166	OP201119	0000000001	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	F1V	V218			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000002033	0003412754	46031924	000100	2019/01/11 00:00:00	F1V	F1VV218	01844166	01844166	OP201419	0000000002	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	F1V	V218			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000002034	0003413284	46082417	001000	2019/04/29 00:00:00	UUV	UUVV419	37723668	37723668	DL530019	0000000001	000000.00	0000000000	0000000000	0000000000	R18	CLIENT AUTHORIZED RETURN	UUV	V419			CPT/RVU 2019 Data File-Licensee Bundle	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL530019	3		
0000002035	0003413284	46082417	001001	2019/04/29 00:00:00	UUV	UUVV419	37723668	37723668	DL530219	0000000010	000027.00	0000000000	0000000000	0000000000	R18	CLIENT AUTHORIZED RETURN	UUV	V419			CPT/RVU 2019 Data Fee forFirst 10 Licenced Users	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL530219	3		
0000002036	0003413284	46082417	001002	2019/04/29 00:00:00	UUV	UUVV419	37723668	37723668	DL530319	0000000016	000016.87	0000000000	0000000000	0000000000	R18	CLIENT AUTHORIZED RETURN	UUV	V419			Additional Number of CPT/RVU2019 Licenced Users	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL530319	3		
0000002037	0003415058	45928171	001100	2018/02/02 00:00:00	FYTM	FYTA10	33644313	33648645	OP264218	0000000001	000128.20	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	FYT	A10			AAB CPT CE 2018:ANESTHESIOLOGY9781622027125	000000	*NONE	.00	N	4150AC66	Coding And Reimbursements	OP264218	3		
0000002038	0003459480	46077983	000100	2019/04/17 00:00:00	4RE	4RESELL4	57281327	57281280	AP142619	0000000001	000027.31	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142619	3		
0000002039	0003459480	46077983	000100	2019/04/17 00:00:00	4RE	4RESELL4	57281327	57281280	AP500919	0000000001	000018.21	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500919	3		
0000002040	0003459480	46077983	000100	2019/04/10 00:00:00	4RE	4RESELL4	57281327	57281280	AP888819	0000000001	000053.25	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT 2019 PROFESSIONAL EDITION9781622028825	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	AP888819	3		
0000002041	0003460052	45943627	000100	2018/09/24 00:00:00	4BO	4BOOK30	16226938	16226938	EP054118	0000000008	000081.87	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK30			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000002042	0003460052	45943627	000300	2018/09/24 00:00:00	4BO	4BOOK30	16226938	16226938	OP201418	0000000004	000073.47	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK30			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000002043	0003461082	45955688	000200	2018/02/21 00:00:00	FXZ	FXZ	58285207	58285207	OP201418	0000000001	000068.22	0000000000	0000000000	0000000000	R22	Overstock	FXZ	UNK			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000002044	0003461552	45999097	000200	2018/10/11 00:00:00	TGMM	TGM	69703734	01806795	EP054119	0000000002	000093.56	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002045	0003461552	45999097	000700	2018/10/11 00:00:00	TGMM	TGM	69703734	01806795	EP054119	0000000001	000116.95	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002046	0003461552	45999097	000200	2018/10/11 00:00:00	TGMM	TGM	69703734	01806795	OP201419	0000000002	000087.16	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	TGM	UNK			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000002047	0003529978	45997409	000200	2018/09/19 00:00:00	CDR	CDR	05128822	05128822	OP201119	0000000001	000108.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CDR	UNK			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3	WEB ORDER FORM	00000000
0000002048	0003557388	45992525	000700	2018/09/17 00:00:00	4DI	4DIR2EX3	50778494	50778494	OP533019	0000000002	000080.47	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4DI	R2EX3			OPTUM ICD10CM EXP FOR PHYS 199781622544288	433691	OPTUM360	66.67	N	4150BQ90	Coding And Reimbursements	OP533019	3		
0000002049	0003557388	45992525	001300	2018/08/31 00:00:00	4DI	4DIR2EX3	50778494	50778494	OP548017	0000000004	000067.46	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4DI	R2EX3			CDI FOR OUTPATIENT CARE9781584265849	278142	AHIMA	53.97	N	4150BP47	Coding And Reimbursements	OP548017	3		
0000002050	0003557388	46016298	000200	2019/02/19 00:00:00	4DI	4DIR2EX3	50778494	50778494	OP059619	0000000001	000069.97	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4DI	R2EX3			MEDICARE RBRVS 20199781622027811	174812	PA HUTCHINSON	6.67	N	4150AC28	Coding And Reimbursements	OP059619	3		
0000002051	0003567266	46122121	000200	2019/10/22 00:00:00	THOM	THOA10B	35370177	35370177	EP054120	0000000003	000083.95	0000000000	0000000000	0000000000	R4	NO REASON	THO	A10B			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000002052	0003567266	46122121	000300	2019/10/22 00:00:00	THOM	THOA10B	35370177	35370177	OP201420	0000000002	000065.56	0000000000	0000000000	0000000000	R4	NO REASON	THO	A10B			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000002053	0003578528	45999673	000200	2018/09/21 00:00:00	CIXM	CIX	36985418	36985417	OP201119	0000000005	000053.27	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CIX	UNK			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002054	0003593626	46127722	000100	2019/09/19 00:00:00	4RE	4RESELL4	83046961	57837167	EP054119	0000000001	000079.53	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002055	0003594563	45986783	000400	2018/10/11 00:00:00	DCC	DCCC7218	01516039	01516039	EP054119	0000000006	000116.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	DCC	C7218			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002056	0003594563	45986783	000600	2018/10/11 00:00:00	DCC	DCCC7218	01516039	01516039	OP201419	0000000004	000108.95	0000000000	0000000000	0000000000	R8	DUPLICATION	DCC	C7218			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000002057	0003662524	46080640	000100	2019/05/15 00:00:00	CIXM	CIX	37779517	37779517	EP054119	0000000001	000082.95	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3	ONLINE CATALOG ORD MEMBER	00498962
0000002058	0003663055	46082079	000100	2019/04/25 00:00:00	4RE	4RESELL4	77953602	10841073	EP054119	0000000001	000079.53	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002059	0003663055	46082079	000300	2019/04/25 00:00:00	4RE	4RESELL4	77953602	10841073	OP201419	0000000001	000059.92	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000002060	0003663055	46082079	000200	2019/04/25 00:00:00	4RE	4RESELL4	77953602	10841073	OP231519	0000000001	000057.72	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000002061	0003700002	46029977	000100	2018/12/10 00:00:00	4RE	4RESELL4	73121420	39077435	EP054119	0000000002	000079.53	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	4RE	SELL4			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002062	0003701700	46041367	000500	2019/02/14 00:00:00	4DI	4DIR2EX3	43259199	23442167	OP214419	0000000001	000086.96	0000000000	0000000000	0000000000	R16	EXCHANGE	4DI	R2EX3			AHA ICD10CM&PCS HB W/O ANS 199781556484414	712992	HEALTH FORUM	69.57	N	4150BQ90	Coding And Reimbursements	OP214419	3		
0000002063	0003708276	46082931	000102	2019/04/29 00:00:00	CIX	CIX	37799608	37799607	OP025407	0000000001	000145.50	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	CIX	UNK			Gdes Eval Perm Impair, 6th ED9781579478889	166757	SHERIDAN BOOKS	4.47	N	4150BQ65	Clinical	OP025407	8	ONLINE CATALOG ORD MEMBER	00498962
0000002064	0003754594	46082869	000100	2019/05/15 00:00:00	UUV	UUVV419	37798349	37798349	OP632316	0000000001	000059.95	0000000000	0000000000	0000000000	R4	NO REASON	UUV	V419			Code of Med Ethics of the AMA9781622025534	973744	WALSWORTH PUBLISHING COMPANY	7.25	N	4150BP25	Professional Standards	OP632316	7		
0000002065	0003790475	46000522	000400	2019/01/03 00:00:00	4DI	4DIR1EX3	35431881	35431881	OP081219	0000000002	000097.97	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	4DI	R1EX3			OPTM CODER DESK REF PROCED 199781622544998	433691	OPTUM360	81.17	N	4150BP71	Coding And Reimbursements	OP081219	3		
0000002066	0003790475	46000522	000100	2019/01/03 00:00:00	4DI	4DIR1EX3	35431881	35431881	OP231519	0000000002	000073.47	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	4DI	R1EX3			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000002067	0003790475	46000522	000300	2018/11/29 00:00:00	4DI	4DIR1EX3	35431881	35431881	OP512919	0000000001	000058.07	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	4DI	R1EX3			CPT CHANGES 20199781622027545	368278	CJK GROUP INC	4.27	N	4150AC34	Coding And Reimbursements	OP512919	3		
0000002068	0003790475	46000522	000500	2019/01/03 00:00:00	4DI	4DIR1EX3	35431881	35431881	OP591319	0000000001	000097.97	0000000000	0000000000	0000000000	R11	CUSTOMER REFUSED	4DI	R1EX3			OPTM CODER DESK REF HCPCS 199781622544226	433691	OPTUM360	81.17	N	4150BP71	Coding And Reimbursements	OP591319	3		
0000002069	0003836120	45976170	000100	2018/05/08 00:00:00	TGGM	TGGA10	67015573	67015573	EP054118	0000000003	000081.29	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000002070	0003836120	45976170	000600	2018/05/08 00:00:00	TGGM	TGGA10	67015573	67015573	EP054118	0000000001	000082.12	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000002071	0003836120	45976170	001300	2018/11/29 00:00:00	TGGM	TGGA10	67015573	67015573	EP054119	0000000001	000082.12	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002072	0003836120	45976170	001800	2018/11/29 00:00:00	TGGM	TGGA10	67015573	67015573	EP054119	0000000001	000081.29	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002073	0003836120	45976170	001300	2018/10/15 00:00:00	TGGM	TGGA10	67015573	67015573	EP054119	0000000001	000082.12	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002074	0003836120	45976170	001800	2018/10/15 00:00:00	TGGM	TGGA10	67015573	67015573	EP054119	0000000003	000081.29	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000002075	0003836120	45976170	001100	2018/05/08 00:00:00	TGGM	TGGA10	67015573	67015573	OP108718	0000000001	000075.95	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			AAB-HCPCS 20189781622026128	000000	*NONE	.00	N	4150BP36	Coding And Reimbursements	OP108718	3		
0000002076	0003836120	45976170	002300	2019/01/17 00:00:00	TGGM	TGGA10	67015573	67015573	OP108719	0000000001	000075.95	0000000000	0000000000	0000000000	R10	INSUFFICIENT ADDRESS	TGG	A10			AAB-HCPCS 20199781622027798	000000	*NONE	.00	N	4150BP36	Coding And Reimbursements	OP108719	3		
